smiles,source_columns
[Rb]NC1=CC=C(C=C1)C2=CC(C3=CC=C(C=C3)Br)=CC(C4=CC=C(C=C4)NC(CCCCC([Fr])=O)=O)=N2,T5.csv:smiles1;Tg.csv:smiles1
[Rb]NC1=CC=C(C=C1)C2=CC(C3=CC=C(C=C3)Cl)=CC(C4=CC=C(C=C4)NC(CCCCC([Fr])=O)=O)=N2,T5.csv:smiles1;Tg.csv:smiles1
[Rb]NC1=CC=C(C=C1)C2=CC(C3=CC=C(C=C3)N(C)C)=CC(C4=CC=C(C=C4)NC(CCCCC([Fr])=O)=O)=N2,T5.csv:smiles1;Tg.csv:smiles1
[Rb]NC1=CC=C(NC(C2=CC=C(C([Fr])=O)C=C2)=O)C=C1,LOI.csv:smiles1
[Rb]NC1=CC=C(S(C(C=C2)=CC=C2N(C(C3=CC(C([Fr])=O)=CC(N(C(C4=CC=C(C=C4)N(C([C@](C)(N5C(C6=CC=CC=C6C5=O)=O)[H])=O)[H])=O)[H])=C3)=O)[H])(=O)=O)C=C1,T5.csv:smiles1;Tg.csv:smiles1
[Rb]NC1=CC=CC(NC(C2=CC=CC(C([Fr])=O)=C2)=O)=C1,LOI.csv:smiles1
[Rb]NC1=NC(NP(NC2=NNC(NC(CCCCCCCCC([Fr])=O)=O)=N2)(C3=CC=CC=C3)=O)=NN1,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Rb]NCCCCCC(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1
[Rb]NCCCCCC([Fr])=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]NCCCCCCCCCCC(=O)[Fr],LOI.csv:smiles1
[Rb]NCCCCCCCCCCCCNC(CCCCCCCCC([Fr])=O)=O,LOI.csv:smiles1;UL-94.csv:smiles1
[Rb]NCCCCCCCCCCCCNC(CCP([Fr])(C1=CC=CC=C1)=O)=O,LOI.csv:smiles2;UL-94.csv:smiles2
[Rb]NCCCCCCCCCCNC(=O)c1ccc(cc1)C(=O)[Fr],T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]NCCCCCCCCCCNC(CCCCCCCCC([Fr])=O)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]NCCCCCCNC(C1=CC(C([Fr])=O)=CC(NC(C2=CC=CC=C2)=O)=C1)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Rb]NCCCCCCNC(CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O)=O,LOI.csv:smiles2;UL-94.csv:smiles2
[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]NCCCCCN[Fr],T5.csv:smiles2
[Rb]NCCCCNC1=NC(NCCCCNC(CCCCCCCCC([Fr])=O)=O)=NC(NC2CC(C)(C)NC(C)(C)C2)=N1,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Rb]Nc1c2cccc(NC(c3cc(C([Fr])=O)cc(NC(C(Cc4ccccc4)N5C(c6c(Br)c(Br)c(Br)c(Br)c6C5=O)=O)=O)c3)=O)c2ccc1,UL-94.csv:smiles1
[Rb]Nc1ccc(cc1)C1C(=O)c2c(C1=O)cc(cc2)C(=O)NC(=S)Nc1ccc(cc1)NC(=O)CCCCC(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1ccc(cc1)C1C(=O)c2c(C1=O)cc(cc2)C(=O)NC(=S)Nc1ccc(cc1)NC(=O)CCCCCCCCC(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)CC(=O)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1nc(Oc2ccccc2)nc(n1)Oc1ccc(cc1)CC(=O)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1nc(Oc2ccccc2)nc(n1)Oc1ccc(cc1)CC(=O)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)CC(=O)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1nc(Oc2ccccc2)nc(n1)Oc1ccc(cc1)CC(=O)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1nc(Oc2ccccc2)nc(n1)Oc1ccc(cc1)CC(=O)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)Nc1nc(Nc2ccc(cc2)C(=O)[Fr])nc(n1)N1CCOCC1,T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1
[Rb]Nc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1cccc(c1)C(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1cccc(c1)NC(=O)Cc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)CC(=O)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1cccc(c1)NC(=O)Cc1ccc(cc1)Oc1nc(Oc2ccccc2)nc(n1)Oc1ccc(cc1)CC(=O)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Nc1cccc(c1)P(=O)(c1ccccc1)c1ccc(cc1)NC(=O)C(N1C(=O)C2C(C1=O)C1C=CC2C2C1C(=O)N(C2)C(C(=O)[Fr])CC(C)C)CC(C)C,LOI.csv:smiles1;T5.csv:smiles1
[Rb]Nc1cccc(c1)P(=O)(c1ccccc1)c1cccc(c1)NC(=O)c1ccc(cc1)OCCCCOc1ccc(cc1)C(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]OC(=O)c1cc(cc(c1)C(=O)c1ccc(cc1)[Fr])NS(=O)(=O)CCN1C(=O)c2c(C1=O)c(Cl)c(c(c2Cl)Cl)Cl,T5.csv:smiles1;Tg.csv:smiles1
[Rb]OC(=O)c1cc(cc(c1)C(=O)c1ccc(cc1)c1ccc(cc1)[Fr])NS(=O)(=O)CCN1C(=O)c2c(C1=O)c(Cl)c(c(c2Cl)Cl)Cl,T5.csv:smiles1;Tg.csv:smiles1
[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OC([Fr])=O)C,LOI.csv:smiles1;LOI.csv:smiles2;T5.csv:smiles1;T5.csv:smiles2;UL-94.csv:smiles1;UL-94.csv:smiles2
[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C,LOI.csv:smiles2;T5.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
[Rb]OC1=CC=C(OC2=CC=C(OC3=CC=C(C=C3)OC(C4=CC=C(C=C4)C([Fr])=O)=O)C=C2)C=C1,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Rb]OCCCCOC(=O)CCCCC(=O)O[Fr],LOI.csv:smiles1
[Rb]OCCCCO[Fr],LOI.csv:smiles2;UL-94.csv:smiles2
[Rb]OCCOC(=O)c1ccc(cc1)C(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]OCCOC(C1=CC(C([Fr])=O)=CC(/N=C/C2=C(C=CC=C2)C#N)=C1)=O,UL-94.csv:mix_smiles1;UL-94.csv:smiles2
[Rb]OCCOC(C=C1)=CC=C1OC(C=C2)=CC=C2OC3=CC=C(C=C3)OCCOC(C4=CC=C(C=C4)C([Fr])=O)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Rb]OCCOC1=CC=C(C=C1)OC2=CC=C(C=C2)OCCOC(C(C=C3)=CC=C3C([Fr])=O)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Rb]OCCOP(=O)(OOC12COP(=O)(OC1)OC2)OCC[Fr],LOI.csv:smiles1
[Rb]OCCOc1ccc(cc1)C(=O)c1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]OCCOc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]OCCOc1ccc(cc1)Oc1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]OCCOc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]OCc1ccc(cc1)COC(=O)c1ccc(cc1)C(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]Oc1c(Br)cc(cc1Br)C(C(F)(F)F)(C(F)(F)F)c1cc(Br)c(c(c1)Br)OP(=O)(Oc1ccc(cc1)Br)[Fr],LOI.csv:smiles1
[Rb]Oc1c(Br)cc(cc1Br)S(=O)(=O)c1cc(Br)c(c(c1)Br)OC(=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]Oc1c(C)cc(cc1C)S(=O)(=O)c1cc(C)c(c(c1)C)OP(=O)(Oc1ccc(cc1)Br)[Fr],LOI.csv:smiles1
[Rb]Oc1ccc(C(C)(C)c2ccc(OP(Nc3ccccc3)([Fr])=O)cc2)cc1,Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]Oc1ccc(C2(c3ccc(OP(Nc4ccccc4)([Fr])=O)cc3)CC(c5ccccc52)=O)cc1,Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]Oc1ccc(c(c1)c1ccc(cc1)Br)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Oc1ccc(c(c1)c1ccc(cc1)Br)Oc1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Oc1ccc(c(c1)c1ccc(cc1)Cl)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Oc1ccc(c(c1)c1ccc(cc1)Cl)Oc1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Oc1ccc(c(c1)c1ccc(cc1)F)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Oc1ccc(c(c1)c1ccc(cc1)F)Oc1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Oc1ccc(c(c1)c1ccccc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]Oc1ccc(c(c1)c1ccccc1)Oc1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],T5.csv:smiles1;Tg.csv:smiles1
[Rb]Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)OP(=O)(Oc1ccc(cc1)Br)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)[Fr])(C)C,LOI.csv:smiles1
[Rb]Oc1ccc(cc1)C(c1ccc(cc1)OP(=O)(OCCOC(=O)C=C)[Fr])(C)C,LOI.csv:smiles1
[Rb]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCC(OC(=O)[Fr])C,T5.csv:smiles1;Tg.csv:smiles1
[Rb]P(OC1=CC=C(C(C)(C2=CC=CC(C(C)(C)C3=CC=C(O[Fr])C=C3)=C2)C)C=C1)(C4=CC=CC=C4)=O,LOI.csv:smiles1
[Rb]c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)N=C(c1ccc(cc1)N1C(=O)C2C(C1=O)c1c2ccc(c1)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C1C2C(=O)N(C1=O)[Fr])O)(C)C,T5.csv:smiles1;Tg.csv:smiles1
[Rb]c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)N=C(c1ccc(cc1)N1C(=O)C2C(C1=O)c1c2ccc(c1)Oc1ccc2c(c1)C1C2C(=O)N(C1=O)[Fr])O)(C)C,T5.csv:smiles1;Tg.csv:smiles1
[Rb]c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)N1C(=O)C2C(C1=O)c1c2cc2c(c1)C1C2C(=O)N(C1=O)[Fr])(C)C,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)N1C(=O)C2C(C1=O)c1c2ccc(c1)C(=O)c1ccc2c(c1)C1C2C(=O)N(C1=O)[Fr])(C)C,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)N1C(=O)C2C(C1=O)c1c3c2ccc2c3c(cc1)C1C2C(=O)N(C1=O)[Fr])(C)C,T5.csv:smiles1;Tg.csv:smiles1
[Rb]c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)[Fr],LOI.csv:smiles1
[Rb]c1cccc(c1)P(=O)(C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1cccc(c1)N1C(=O)C(C1=O)c1ccc(cc1)Oc1ccc(cc1)C1C(=O)N(C1=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
c1ccc(cc1)NP1(=O)OCC2(CO1)COP(=O)(Nc1ccccc1)OC2,T5.csv:smiles1
