combination_id,freq_threshold,var_threshold,mi_threshold,corr_threshold,feature_count,performance
300,0.05,0.01,30,0.8,70,0.5759319653009911
301,0.05,0.01,30,0.85,96,0.6318662956574991
302,0.05,0.01,30,0.9,129,0.6462363896732439
303,0.05,0.01,30,0.95,184,0.6677407737783281
304,0.05,0.01,30,0.98,281,0.671429979405822
305,0.05,0.01,40,0.8,60,0.576986698922826
306,0.05,0.01,40,0.85,85,0.6272566344931452
307,0.05,0.01,40,0.9,114,0.6426711226750785
308,0.05,0.01,40,0.95,161,0.6778469568990315
309,0.05,0.01,40,0.98,243,0.6673423029049187
310,0.05,0.01,50,0.8,52,0.5872631681391163
311,0.05,0.01,50,0.85,72,0.635274410217938
312,0.05,0.01,50,0.9,97,0.665224207271531
313,0.05,0.01,50,0.95,142,0.6719362337640151
314,0.05,0.01,50,0.98,203,0.6643120463992803
315,0.05,0.01,60,0.8,45,0.5829201626008079
316,0.05,0.01,60,0.85,64,0.6078457519425817
317,0.05,0.01,60,0.9,82,0.655704410435894
318,0.05,0.01,60,0.95,124,0.6653263057891614
319,0.05,0.01,60,0.98,175,0.6623240896604422
320,0.05,0.01,70,0.8,35,0.57711071088703
321,0.05,0.01,70,0.85,51,0.6320573016372707
322,0.05,0.01,70,0.9,64,0.6557192159917646
323,0.05,0.01,70,0.95,93,0.6543066310411401
324,0.05,0.01,70,0.98,134,0.6599795150691314
325,0.05,0.02,30,0.8,67,0.5721002853619519
326,0.05,0.02,30,0.85,93,0.621360619256577
327,0.05,0.02,30,0.9,126,0.6516230210936845
328,0.05,0.02,30,0.95,180,0.6569749733137804
329,0.05,0.02,30,0.98,272,0.6618634224423646
330,0.05,0.02,40,0.8,60,0.5829285951993718
331,0.05,0.02,40,0.85,86,0.6327787143702983
332,0.05,0.02,40,0.9,113,0.6551456101320389
333,0.05,0.02,40,0.95,164,0.6740812570710512
